"year","source","target","type","distance"
1994,"Niger","CRA","opposing",50
1994,"Bosnia-Herzegovina","Croatian irregulars","opposing",50
1994,"Bosnia-Herzegovina","Croatian Republic of Bosnia-Herzegovina","opposing",50
1994,"Chad","CSNPD","opposing",50
1994,"Yemen","Democratic Republic of Yemen","opposing",50
1994,"Colombia","ELN","opposing",50
1994,"Mexico","EZLN","opposing",50
1994,"Colombia","FARC","opposing",50
1994,"Mali","FIAA","opposing",50
1994,"Angola","FLEC-FAC","opposing",50
1994,"Angola","FLEC-R","opposing",50
1994,"Chad","FNT","opposing",50
1994,"Rwanda","FPR","opposing",50
1994,"Djibouti","FRUD","opposing",50
1994,"Algeria","GIA","opposing",50
1994,"Israel","Hamas","opposing",50
1994,"Israel","Hezbollah","opposing",50
1994,"Afghanistan","Hizb-i Islami-yi Afghanistan","opposing",50
1994,"Afghanistan","Hizb-i Wahdat","opposing",50
1994,"Afghanistan","Junbish-i Milli-yi Islami","opposing",50
1994,"India","Kashmir Insurgents","opposing",50
1994,"Cambodia (Kampuchea)","KR","opposing",50
1994,"Uganda","LRA","opposing",50
1994,"Sri Lanka","LTTE","opposing",50
1994,"Philippines","MILF","opposing",50
1994,"Myanmar (Burma)","MTA","opposing",50
1994,"India","NDFB","opposing",50
1994,"India","NSCN - IM","opposing",50
1994,"Ethiopia","OLF","opposing",50
1994,"Ethiopia","ONLF","opposing",50
1994,"Turkey","PKK","opposing",50
1994,"India","PWG","opposing",50
1994,"Azerbaijan","Republic of Nagorno-Karabakh","opposing",50
1994,"Myanmar (Burma)","RSO","opposing",50
1994,"Guinea","RUF","opposingdirected",200
1994,"Nigeria","RUF","opposingdirected",200
1994,"Sierra Leone","RUF","opposing",50
1994,"Iraq","SCIRI","opposing",50
1994,"Peru","Sendero Luminoso","opposing",50
1994,"Bosnia-Herzegovina","Serbian irregulars","opposing",50
1994,"Bosnia-Herzegovina","Serbian Republic of Bosnia-Herzegovina","opposing",50
1994,"Guinea","Sierra Leone","supportive",100
1994,"Nigeria","Sierra Leone","supportive",100
1994,"Sudan","SPLM/A","opposing",50
1994,"Russia (Soviet Union)","Tajikistan","supportive",100
1994,"Uzbekistan","Tajikistan","supportive",100
1994,"India","ULFA","opposing",50
1994,"Angola","UNITA","opposing",50
1994,"India","UNLF","opposing",50
1994,"Guatemala","URNG","opposing",50
1994,"Somalia","USC/SNA","opposing",50
1994,"Russia (Soviet Union)","UTO","opposingdirected",200
1994,"Tajikistan","UTO","opposing",50
1994,"Uzbekistan","UTO","opposingdirected",200
1995,"Algeria","AIS","opposing",50
1995,"Egypt","al-Gama'a al-Islamiyya","opposing",50
1995,"Philippines","ASG","opposing",50
1995,"Bosnia-Herzegovina","Autonomous Province of Western Bosnia","opposing",50
1995,"Papua New Guinea","BRA","opposing",50
1995,"Russia (Soviet Union)","Chechen Republic of Ichkeria","opposing",50
1995,"Burundi","CNDD","opposing",50
1995,"Philippines","CPP","opposing",50
1995,"Colombia","ELN","opposing",50
1995,"Colombia","FARC","opposing",50
1995,"Niger","FDR","opposing",50
1995,"Algeria","GIA","opposing",50
1995,"Israel","Hezbollah","opposing",50
1995,"Afghanistan","Hizb-i Islami-yi Afghanistan","opposing",50
1995,"Afghanistan","Hizb-i Wahdat","opposing",50
1995,"Afghanistan","Junbish-i Milli-yi Islami","opposing",50
1995,"India","Kashmir Insurgents","opposing",50
1995,"Myanmar (Burma)","KNU","opposing",50
1995,"Cambodia (Kampuchea)","KR","opposing",50
1995,"Uganda","LRA","opposing",50
1995,"Sri Lanka","LTTE","opposing",50
1995,"Senegal","MFDC","opposing",50
1995,"Pakistan","MQM","opposing",50
1995,"Myanmar (Burma)","MTA","opposing",50
1995,"India","NDFB","opposing",50
1995,"India","NLFT","opposing",50
1995,"India","NSCN - IM","opposing",50
1995,"Ethiopia","OLF","opposing",50
1995,"Azerbaijan","OPON forces","opposing",50
1995,"Ecuador","Peru","opposing",50
1995,"Israel","PIJ","opposing",50
1995,"Turkey","PKK","opposing",50
1995,"India","PLA","opposing",50
1995,"Iraq","PUK","opposing",50
1995,"Guinea","RUF","opposingdirected",200
1995,"Nigeria","RUF","opposingdirected",200
1995,"Sierra Leone","RUF","opposing",50
1995,"Iraq","SCIRI","opposing",50
1995,"Peru","Sendero Luminoso","opposing",50
1995,"Bosnia-Herzegovina","Serbian irregulars","opposing",50
1995,"Bosnia-Herzegovina","Serbian Republic of Bosnia-Herzegovina","opposing",50
1995,"Croatia","Serbian Republic of Krajina","opposing",50
1995,"Guinea","Sierra Leone","supportive",100
1995,"Nigeria","Sierra Leone","supportive",100
1995,"Sudan","SPLM/A","opposing",50
1995,"Russia (Soviet Union)","Tajikistan","supportive",100
1995,"Afghanistan","Taleban","opposing",50
1995,"India","ULFA","opposing",50
1995,"Angola","UNITA","opposing",50
1995,"Guatemala","URNG","opposing",50
1995,"Somalia","USC/SNA","opposing",50
1995,"Russia (Soviet Union)","UTO","opposingdirected",200
1995,"Tajikistan","UTO","opposing",50
1996,"Uganda","ADF","opposing",50
1996,"DR Congo (Zaire)","AFDL","opposing",50
1996,"Rwanda","AFDL","supportive",100
1996,"Ethiopia","AIAI","opposing",50
1996,"Algeria","AIS","opposing",50
1996,"Egypt","al-Gama'a al-Islamiyya","opposing",50
1996,"Rwanda","ALiR","opposing",50
1996,"Ethiopia","ARDUF","opposing",50
1996,"Philippines","ASG","opposing",50
1996,"Myanmar (Burma)","BMA","opposing",50
1996,"Papua New Guinea","BRA","opposing",50
1996,"Russia (Soviet Union)","Chechen Republic of Ichkeria","opposing",50
1996,"Burundi","CNDD","opposing",50
1996,"Nepal","CPN-M","opposing",50
1996,"Rwanda","DR Congo (Zaire)","opposingdirected",200
1996,"Colombia","ELN","opposing",50
1996,"Mexico","EPR","opposing",50
1996,"Colombia","FARC","opposing",50
1996,"Angola","FLEC-FAC","opposing",50
1996,"Algeria","GIA","opposing",50
1996,"Israel","Hezbollah","opposing",50
1996,"Afghanistan","Jam'iyyat-i Islami-yi Afghanistan","opposing",50
1996,"India","Kashmir Insurgents","opposing",50
1996,"Iran","KDPI","opposing",50
1996,"Myanmar (Burma)","KNPP","opposing",50
1996,"Cambodia (Kampuchea)","KR","opposing",50
1996,"Uganda","LRA","opposing",50
1996,"Sri Lanka","LTTE","opposing",50
1996,"India","MCC","opposing",50
1996,"Philippines","MILF","opposing",50
1996,"Pakistan","MQM","opposing",50
1996,"Sudan","NDA","opposing",50
1996,"India","NDFB","opposing",50
1996,"Cameroon","Nigeria","opposing",50
1996,"India","NSCN - IM","opposing",50
1996,"Ethiopia","ONLF","opposing",50
1996,"India","Pakistan","opposing",50
1996,"Turkey","PKK","opposing",50
1996,"India","PLA","opposing",50
1996,"Israel","PNA","opposing",50
1996,"Iraq","PUK","opposing",50
1996,"India","PWG","opposing",50
1996,"Myanmar (Burma)","RCSS","opposing",50
1996,"Guinea","RUF","opposingdirected",200
1996,"Nigeria","RUF","opposingdirected",200
1996,"Sierra Leone","RUF","opposing",50
1996,"Iraq","SCIRI","opposing",50
1996,"Peru","Sendero Luminoso","opposing",50
1996,"Guinea","Sierra Leone","supportive",100
1996,"Nigeria","Sierra Leone","supportive",100
1996,"Sudan","SPLM/A","opposing",50
1996,"Russia (Soviet Union)","Tajikistan","supportive",100
1996,"Afghanistan","Taleban","opposing",50
1996,"Afghanistan","UIFSA","opposing",50
1996,"India","ULFA","opposing",50
1996,"Somalia","USC/SNA","opposing",50
1996,"Russia (Soviet Union)","UTO","opposingdirected",200
1996,"Tajikistan","UTO","opposing",50
1996,"Uganda","WNBF","opposing",50
1997,"Uganda","ADF","opposing",50
1997,"Angola","AFDL","supportive",100
1997,"DR Congo (Zaire)","AFDL","opposing",50
1997,"Rwanda","AFDL","supportive",100
1997,"Uganda","AFDL","supportive",100
1997,"Guinea","AFRC","supportive",100
1997,"Guinea","AFRC","opposingdirected",200
1997,"Nigeria","AFRC","supportive",100
1997,"Nigeria","AFRC","opposingdirected",200
1997,"Sierra Leone","AFRC","opposing",50
1997,"Algeria","AIS","opposing",50
1997,"Egypt","al-Gama'a al-Islamiyya","opposing",50
1997,"Rwanda","ALiR","opposing",50
1997,"Philippines","ASG","opposing",50
1997,"India","ATTF","opposing",50
1997,"Burundi","CNDD","opposing",50
1997,"Angola","Cobras","supportive",100
1997,"Angola","Cobras","opposingdirected",200
1997,"Chad","Cobras","supportive",100
1997,"Chad","Cobras","opposingdirected",200
1997,"Congo","Cobras","opposing",50
1997,"Angola","Cocoyes","supportive",100
1997,"Angola","Cocoyes","opposingdirected",200
1997,"Chad","Cocoyes","supportive",100
1997,"Chad","Cocoyes","opposingdirected",200
1997,"Congo","Cocoyes","opposing",50
1997,"Angola","Congo","supportive",100
1997,"Angola","Congo","opposingdirected",200
1997,"Chad","Congo","supportive",100
1997,"Chad","Congo","opposingdirected",200
1997,"Nepal","CPN-M","opposing",50
1997,"Philippines","CPP","opposing",50
1997,"Angola","DR Congo (Zaire)","opposingdirected",200
1997,"Rwanda","DR Congo (Zaire)","opposingdirected",200
1997,"Uganda","DR Congo (Zaire)","opposingdirected",200
1997,"Eritrea","EIJM - AS","opposing",50
1997,"Colombia","ELN","opposing",50
1997,"Colombia","FARC","opposing",50
1997,"Chad","FARF","opposing",50
1997,"Angola","FLEC-FAC","opposing",50
1997,"Angola","FLEC-R","opposing",50
1997,"Indonesia","Fretilin","opposing",50
1997,"Burundi","Frolina","opposing",50
1997,"Cambodia (Kampuchea)","FUNCINPEC","opposing",50
1997,"Algeria","GIA","opposing",50
1997,"Israel","Hezbollah","opposing",50
1997,"Guinea","Kamajors","supportive",100
1997,"Guinea","Kamajors","opposingdirected",200
1997,"Nigeria","Kamajors","supportive",100
1997,"Nigeria","Kamajors","opposingdirected",200
1997,"Sierra Leone","Kamajors","opposing",50
1997,"India","Kashmir Insurgents","opposing",50
1997,"India","KNF","opposing",50
1997,"Myanmar (Burma)","KNU","opposing",50
1997,"Cambodia (Kampuchea)","KR","opposing",50
1997,"Uganda","LRA","opposing",50
1997,"Sri Lanka","LTTE","opposing",50
1997,"Chad","MDD","opposing",50
1997,"Iran","MEK","opposing",50
1997,"Senegal","MFDC","opposing",50
1997,"Philippines","MILF","opposing",50
1997,"Comoros","MPA/Republic of Anjouan","opposing",50
1997,"Sudan","NDA","opposing",50
1997,"India","NDFB","opposing",50
1997,"India","NLFT","opposing",50
1997,"India","NSCN - IM","opposing",50
1997,"India","Pakistan","opposing",50
1997,"Burundi","Palipehutu-FNL","opposing",50
1997,"Turkey","PKK","opposing",50
1997,"India","PWG","opposing",50
1997,"Myanmar (Burma)","RCSS","opposing",50
1997,"Guinea","RUF","supportive",100
1997,"Guinea","RUF","opposingdirected",200
1997,"Nigeria","RUF","supportive",100
1997,"Nigeria","RUF","opposingdirected",200
1997,"Sierra Leone","RUF","opposing",50
1997,"Peru","Sendero Luminoso","opposing",50
1997,"Guinea","Sierra Leone","supportive",100
1997,"Guinea","Sierra Leone","opposingdirected",200
1997,"Nigeria","Sierra Leone","supportive",100
1997,"Nigeria","Sierra Leone","opposingdirected",200
1997,"Sudan","SPLM/A","opposing",50
1997,"Niger","UFRA","opposing",50
1997,"Afghanistan","UIFSA","opposing",50
1997,"India","ULFA","opposing",50
1997,"India","UNLF","opposing",50
1997,"Uganda","UNRF II","opposing",50
1997,"Myanmar (Burma)","UWSA","opposing",50
1998,"Uganda","ADF","opposing",50
1998,"Guinea","AFRC","supportive",100
1998,"Guinea","AFRC","opposingdirected",200
1998,"Nigeria","AFRC","supportive",100
1998,"Nigeria","AFRC","opposingdirected",200
1998,"Sierra Leone","AFRC","opposing",50
1998,"Egypt","al-Gama'a al-Islamiyya","opposing",50
1998,"Rwanda","ALiR","opposing",50
1998,"Philippines","ASG","opposing",50
1998,"India","ATTF","opposing",50
1998,"Burundi","CNDD","opposing",50
1998,"Burundi","CNDD-FDD","opposing",50
1998,"Angola","Cocoyes","opposingdirected",200
1998,"Chad","Cocoyes","opposingdirected",200
1998,"Congo","Cocoyes","opposing",50
1998,"Angola","Congo","supportive",100
1998,"Chad","Congo","supportive",100
1998,"Nepal","CPN-M","opposing",50
1998,"Angola","DR Congo (Zaire)","supportive",100
1998,"Chad","DR Congo (Zaire)","supportive",100
1998,"Namibia","DR Congo (Zaire)","supportive",100
1998,"Rwanda","DR Congo (Zaire)","opposingdirected",200
1998,"Uganda","DR Congo (Zaire)","opposingdirected",200
1998,"Zimbabwe (Rhodesia)","DR Congo (Zaire)","supportive",100
1998,"Colombia","ELN","opposing",50
1998,"Eritrea","Ethiopia","opposing",50
1998,"Colombia","FARC","opposing",50
1998,"Chad","FARF","opposing",50
1998,"Angola","FLEC-FAC","opposing",50
1998,"Tajikistan","Forces of Khudoberdiyev","opposing",50
1998,"Indonesia","Fretilin","opposing",50
1998,"Algeria","GIA","opposing",50
1998,"Guinea","Guinea-Bissau","supportive",100
1998,"Senegal","Guinea-Bissau","supportive",100
1998,"Israel","Hezbollah","opposing",50
1998,"Guinea","Kamajors","supportive",100
1998,"Guinea","Kamajors","opposingdirected",200
1998,"Nigeria","Kamajors","supportive",100
1998,"Nigeria","Kamajors","opposingdirected",200
1998,"Sierra Leone","Kamajors","opposing",50
1998,"India","Kashmir Insurgents","opposing",50
1998,"Myanmar (Burma)","KNU","opposing",50
1998,"Cambodia (Kampuchea)","KR","opposing",50
1998,"Botswana","Lesotho","supportive",100
1998,"South Africa","Lesotho","supportive",100
1998,"Uganda","LRA","opposing",50
1998,"Sri Lanka","LTTE","opposing",50
1998,"India","MCC","opposing",50
1998,"Senegal","MFDC","opposing",50
1998,"Philippines","MILF","opposing",50
1998,"Botswana","Military faction","opposingdirected",200
1998,"Lesotho","Military faction","opposing",50
1998,"South Africa","Military faction","opposingdirected",200
1998,"Guinea","Military Junta for the Consolidation of Democracy","opposingdirected",200
1998,"Guinea-Bissau","Military Junta for the Consolidation of Democracy","opposing",50
1998,"Senegal","Military Junta for the Consolidation of Democracy","opposingdirected",200
1998,"Angola","MLC","opposingdirected",200
1998,"Chad","MLC","opposingdirected",200
1998,"DR Congo (Zaire)","MLC","opposing",50
1998,"Namibia","MLC","opposingdirected",200
1998,"Rwanda","MLC","supportive",100
1998,"Uganda","MLC","supportive",100
1998,"Zimbabwe (Rhodesia)","MLC","opposingdirected",200
1998,"Sudan","NDA","opposing",50
1998,"India","NDFB","opposing",50
1998,"Angola","Ninjas","opposingdirected",200
1998,"Chad","Ninjas","opposingdirected",200
1998,"Congo","Ninjas","opposing",50
1998,"India","NLFT","opposing",50
1998,"Angola","Ntsiloulous","opposingdirected",200
1998,"Chad","Ntsiloulous","opposingdirected",200
1998,"Congo","Ntsiloulous","opposing",50
1998,"Ethiopia","OLF","opposing",50
1998,"Ethiopia","ONLF","opposing",50
1998,"India","Pakistan","opposing",50
1998,"Burundi","Palipehutu-FNL","opposing",50
1998,"Guinea","Peace and Justice","opposingdirected",200
1998,"Guinea-Bissau","Peace and Justice","opposing",50
1998,"Senegal","Peace and Justice","opposingdirected",200
1998,"Turkey","PKK","opposing",50
1998,"India","PLA","opposing",50
1998,"India","PWG","opposing",50
1998,"Angola","RCD","opposingdirected",200
1998,"Chad","RCD","opposingdirected",200
1998,"DR Congo (Zaire)","RCD","opposing",50
1998,"Namibia","RCD","opposingdirected",200
1998,"Rwanda","RCD","supportive",100
1998,"Uganda","RCD","supportive",100
1998,"Zimbabwe (Rhodesia)","RCD","opposingdirected",200
1998,"Myanmar (Burma)","RCSS","opposing",50
1998,"United Kingdom","RIRA","opposing",50
1998,"Guinea","RUF","supportive",100
1998,"Guinea","RUF","opposingdirected",200
1998,"Nigeria","RUF","supportive",100
1998,"Nigeria","RUF","opposingdirected",200
1998,"Sierra Leone","RUF","opposing",50
1998,"Peru","Sendero Luminoso","opposing",50
1998,"Guinea","Sierra Leone","supportive",100
1998,"Guinea","Sierra Leone","opposingdirected",200
1998,"Nigeria","Sierra Leone","supportive",100
1998,"Nigeria","Sierra Leone","opposingdirected",200
1998,"Sudan","SPLM/A","opposing",50
1998,"Serbia (Yugoslavia)","UCK","opposing",50
1998,"Afghanistan","UIFSA","opposing",50
1998,"India","ULFA","opposing",50
1998,"Angola","UNITA","opposing",50
1998,"Tajikistan","UTO","opposing",50
1999,"Uganda","ADF","opposing",50
1999,"Ghana","AFRC","opposingdirected",200
1999,"Guinea","AFRC","opposingdirected",200
1999,"Mali","AFRC","opposingdirected",200
1999,"Nigeria","AFRC","opposingdirected",200
1999,"Sierra Leone","AFRC","opposing",50
1999,"Ethiopia","AIAI","opposing",50
1999,"Rwanda","ALiR","opposing",50
1999,"Namibia","Angola","supportive",100
1999,"Algeria","AQIM","opposing",50
1999,"India","ATTF","opposing",50
1999,"Russia (Soviet Union)","Chechen Republic of Ichkeria","opposing",50
1999,"Burundi","CNDD-FDD","opposing",50
1999,"Angola","Cocoyes","opposingdirected",200
1999,"Chad","Cocoyes","opposingdirected",200
1999,"Congo","Cocoyes","opposing",50
1999,"Angola","Congo","supportive",100
1999,"Chad","Congo","supportive",100
1999,"Nepal","CPN-M","opposing",50
1999,"Philippines","CPP","opposing",50
1999,"Angola","DR Congo (Zaire)","supportive",100
1999,"Chad","DR Congo (Zaire)","supportive",100
1999,"Namibia","DR Congo (Zaire)","supportive",100
1999,"Rwanda","DR Congo (Zaire)","opposingdirected",200
1999,"Uganda","DR Congo (Zaire)","opposingdirected",200
1999,"Zimbabwe (Rhodesia)","DR Congo (Zaire)","supportive",100
1999,"Eritrea","EIJM - AS","opposing",50
1999,"Colombia","ELN","opposing",50
1999,"Eritrea","Ethiopia","opposing",50
1999,"Colombia","FARC","opposing",50
1999,"Djibouti","FRUD - AD","opposing",50
1999,"Indonesia","GAM","opposing",50
1999,"Algeria","GIA","opposing",50
1999,"Guinea","Guinea-Bissau","supportive",100
1999,"Senegal","Guinea-Bissau","supportive",100
1999,"Israel","Hezbollah","opposing",50
1999,"Uzbekistan","IMU","opposing",50
1999,"India","Kashmir Insurgents","opposing",50
1999,"Sri Lanka","LTTE","opposing",50
1999,"India","MCC","opposing",50
1999,"Chad","MDJT","opposing",50
1999,"Iran","MEK","opposing",50
1999,"Philippines","MILF","opposing",50
1999,"Guinea","Military Junta for the Consolidation of Democracy","opposingdirected",200
1999,"Guinea-Bissau","Military Junta for the Consolidation of Democracy","opposing",50
1999,"Senegal","Military Junta for the Consolidation of Democracy","opposingdirected",200
1999,"Angola","MLC","opposingdirected",200
1999,"Chad","MLC","opposingdirected",200
1999,"DR Congo (Zaire)","MLC","opposing",50
1999,"Namibia","MLC","opposingdirected",200
1999,"Rwanda","MLC","supportive",100
1999,"Uganda","MLC","supportive",100
1999,"Zimbabwe (Rhodesia)","MLC","opposingdirected",200
1999,"Sudan","NDA","opposing",50
1999,"India","NDFB","opposing",50
1999,"Angola","Ninjas","opposingdirected",200
1999,"Chad","Ninjas","opposingdirected",200
1999,"Congo","Ninjas","opposing",50
1999,"India","NLFT","opposing",50
1999,"Angola","Ntsiloulous","opposingdirected",200
1999,"Chad","Ntsiloulous","opposingdirected",200
1999,"Congo","Ntsiloulous","opposing",50
1999,"Ethiopia","OLF","opposing",50
1999,"Ethiopia","ONLF","opposing",50
1999,"India","Pakistan","opposing",50
1999,"Burundi","Palipehutu-FNL","opposing",50
1999,"Guinea","Peace and Justice","opposingdirected",200
1999,"Guinea-Bissau","Peace and Justice","opposing",50
1999,"Senegal","Peace and Justice","opposingdirected",200
1999,"Turkey","PKK","opposing",50
1999,"India","PWG","opposing",50
1999,"Angola","RCD","opposingdirected",200
1999,"Chad","RCD","opposingdirected",200
1999,"DR Congo (Zaire)","RCD","opposing",50
1999,"Namibia","RCD","opposingdirected",200
1999,"Rwanda","RCD","supportive",100
1999,"Uganda","RCD","supportive",100
1999,"Zimbabwe (Rhodesia)","RCD","opposingdirected",200
1999,"Myanmar (Burma)","RCSS","opposing",50
1999,"Ghana","RUF","opposingdirected",200
1999,"Guinea","RUF","opposingdirected",200
1999,"Mali","RUF","opposingdirected",200
1999,"Nigeria","RUF","opposingdirected",200
1999,"Sierra Leone","RUF","opposing",50
1999,"Peru","Sendero Luminoso","opposing",50
1999,"Belgium","Serbia (Yugoslavia)","opposingdirected",200
1999,"Canada","Serbia (Yugoslavia)","opposingdirected",200
1999,"Czech Republic","Serbia (Yugoslavia)","opposingdirected",200
1999,"Denmark","Serbia (Yugoslavia)","opposingdirected",200
1999,"France","Serbia (Yugoslavia)","opposingdirected",200
1999,"Germany","Serbia (Yugoslavia)","opposingdirected",200
1999,"Greece","Serbia (Yugoslavia)","opposingdirected",200
1999,"Hungary","Serbia (Yugoslavia)","opposingdirected",200
1999,"Iceland","Serbia (Yugoslavia)","opposingdirected",200
1999,"Italy","Serbia (Yugoslavia)","opposingdirected",200
1999,"Luxembourg","Serbia (Yugoslavia)","opposingdirected",200
1999,"Netherlands","Serbia (Yugoslavia)","opposingdirected",200
1999,"Norway","Serbia (Yugoslavia)","opposingdirected",200
1999,"Poland","Serbia (Yugoslavia)","opposingdirected",200
1999,"Portugal","Serbia (Yugoslavia)","opposingdirected",200
1999,"Spain","Serbia (Yugoslavia)","opposingdirected",200
1999,"Turkey","Serbia (Yugoslavia)","opposingdirected",200
1999,"United Kingdom","Serbia (Yugoslavia)","opposingdirected",200
1999,"United States of America","Serbia (Yugoslavia)","opposingdirected",200
1999,"Ghana","Sierra Leone","supportive",100
1999,"Guinea","Sierra Leone","supportive",100
1999,"Mali","Sierra Leone","supportive",100
1999,"Nigeria","Sierra Leone","supportive",100
1999,"Sudan","SPLM/A","opposing",50
1999,"Belgium","UCK","supportive",100
1999,"Canada","UCK","supportive",100
1999,"Czech Republic","UCK","supportive",100
1999,"Denmark","UCK","supportive",100
1999,"France","UCK","supportive",100
1999,"Germany","UCK","supportive",100
1999,"Greece","UCK","supportive",100
1999,"Hungary","UCK","supportive",100
1999,"Iceland","UCK","supportive",100
1999,"Italy","UCK","supportive",100
1999,"Luxembourg","UCK","supportive",100
1999,"Netherlands","UCK","supportive",100
1999,"Norway","UCK","supportive",100
1999,"Poland","UCK","supportive",100
1999,"Portugal","UCK","supportive",100
1999,"Serbia (Yugoslavia)","UCK","opposing",50
1999,"Spain","UCK","supportive",100
1999,"Turkey","UCK","supportive",100
1999,"United Kingdom","UCK","supportive",100
1999,"United States of America","UCK","supportive",100
1999,"Afghanistan","UIFSA","opposing",50
1999,"India","ULFA","opposing",50
1999,"Angola","UNITA","opposing",50
1999,"Namibia","UNITA","opposingdirected",200
1999,"India","UNLF","opposing",50
1999,"Russia (Soviet Union)","Wahhabi movement of the Buinaksk district","opposing",50
2000,"Uganda","ADF","opposing",50
2000,"Rwanda","ALiR","opposing",50
2000,"Namibia","Angola","supportive",100
2000,"Algeria","AQIM","opposing",50
2000,"Philippines","ASG","opposing",50
2000,"Russia (Soviet Union)","Chechen Republic of Ichkeria","opposing",50
2000,"Burundi","CNDD-FDD","opposing",50
2000,"Nepal","CPN-M","opposing",50
2000,"Philippines","CPP","opposing",50
2000,"Angola","DR Congo (Zaire)","supportive",100
2000,"Namibia","DR Congo (Zaire)","supportive",100
2000,"Rwanda","DR Congo (Zaire)","opposingdirected",200
2000,"Uganda","DR Congo (Zaire)","opposingdirected",200
2000,"Zimbabwe (Rhodesia)","DR Congo (Zaire)","supportive",100
2000,"Colombia","ELN","opposing",50
2000,"Eritrea","Ethiopia","opposing",50
2000,"Colombia","FARC","opposing",50
2000,"Israel","Fatah","opposing",50
2000,"Indonesia","GAM","opposing",50
2000,"Algeria","GIA","opposing",50
2000,"Myanmar (Burma)","God's army","opposing",50
2000,"Kyrgyzstan","IMU","opposingdirected",200
2000,"Uzbekistan","IMU","opposing",50
2000,"India","Kashmir Insurgents","opposing",50
2000,"Myanmar (Burma)","KNU","opposing",50
2000,"Uganda","LRA","opposing",50
2000,"Sri Lanka","LTTE","opposing",50
2000,"Liberia","LURD","opposing",50
2000,"India","MCC","opposing",50
2000,"Chad","MDJT","opposing",50
2000,"Iran","MEK","opposing",50
2000,"Senegal","MFDC","opposing",50
2000,"Philippines","MILF","opposing",50
2000,"Angola","MLC","opposingdirected",200
2000,"DR Congo (Zaire)","MLC","opposing",50
2000,"Namibia","MLC","opposingdirected",200
2000,"Rwanda","MLC","supportive",100
2000,"Uganda","MLC","supportive",100
2000,"Zimbabwe (Rhodesia)","MLC","opposingdirected",200
2000,"Sudan","NDA","opposing",50
2000,"India","NDFB","opposing",50
2000,"India","NLFT","opposing",50
2000,"India","NSCN - IM","opposing",50
2000,"Ethiopia","OLF","opposing",50
2000,"Ethiopia","ONLF","opposing",50
2000,"India","Pakistan","opposing",50
2000,"Burundi","Palipehutu-FNL","opposing",50
2000,"Turkey","PKK","opposing",50
2000,"India","PLA","opposing",50
2000,"Israel","PNA","opposing",50
2000,"India","PWG","opposing",50
2000,"Angola","RCD","opposingdirected",200
2000,"DR Congo (Zaire)","RCD","opposing",50
2000,"Namibia","RCD","opposingdirected",200
2000,"Rwanda","RCD","supportive",100
2000,"Uganda","RCD","supportive",100
2000,"Zimbabwe (Rhodesia)","RCD","opposingdirected",200
2000,"Myanmar (Burma)","RCSS","opposing",50
2000,"Guinea","RFDG","opposing",50
2000,"Sierra Leone","RUF","opposing",50
2000,"United Kingdom","RUF","opposingdirected",200
2000,"United Kingdom","Sierra Leone","supportive",100
2000,"Sudan","SPLM/A","opposing",50
2000,"Afghanistan","UIFSA","opposing",50
2000,"India","ULFA","opposing",50
2000,"Angola","UNITA","opposing",50
2000,"Namibia","UNITA","opposingdirected",200
2000,"India","UNLF","opposing",50
2000,"Kyrgyzstan","Uzbekistan","supportive",100
2000,"Sierra Leone","WSB","opposing",50
2000,"United Kingdom","WSB","opposingdirected",200
2001,"Uganda","ADF","opposing",50
2001,"Australia","Afghanistan","opposingdirected",200
2001,"Canada","Afghanistan","opposingdirected",200
2001,"France","Afghanistan","opposingdirected",200
2001,"Germany","Afghanistan","opposingdirected",200
2001,"Italy","Afghanistan","opposingdirected",200
2001,"Japan","Afghanistan","opposingdirected",200
2001,"Jordan","Afghanistan","opposingdirected",200
2001,"Netherlands","Afghanistan","opposingdirected",200
2001,"Poland","Afghanistan","opposingdirected",200
2001,"Russia (Soviet Union)","Afghanistan","opposingdirected",200
2001,"Turkey","Afghanistan","opposingdirected",200
2001,"United Kingdom","Afghanistan","opposingdirected",200
2001,"United States of America","Afghanistan","opposingdirected",200
2001,"Australia","al-Qaida","opposingdirected",200
2001,"Canada","al-Qaida","opposingdirected",200
2001,"France","al-Qaida","opposingdirected",200
2001,"Germany","al-Qaida","opposingdirected",200
2001,"Italy","al-Qaida","opposingdirected",200
2001,"Poland","al-Qaida","opposingdirected",200
2001,"Turkey","al-Qaida","opposingdirected",200
2001,"United Kingdom","al-Qaida","opposingdirected",200
2001,"United States of America","al-Qaida","opposing",50
2001,"Namibia","Angola","supportive",100
2001,"Algeria","AQIM","opposing",50
2001,"Philippines","ASG","opposing",50
2001,"Libya","Central African Republic","supportive",100
2001,"Russia (Soviet Union)","Chechen Republic of Ichkeria","opposing",50
2001,"Burundi","CNDD-FDD","opposing",50
2001,"Nepal","CPN-M","opposing",50
2001,"Philippines","CPP","opposing",50
2001,"Angola","DR Congo (Zaire)","supportive",100
2001,"Namibia","DR Congo (Zaire)","supportive",100
2001,"Rwanda","DR Congo (Zaire)","opposingdirected",200
2001,"Uganda","DR Congo (Zaire)","opposingdirected",200
2001,"Zimbabwe (Rhodesia)","DR Congo (Zaire)","supportive",100
2001,"Colombia","ELN","opposing",50
2001,"Colombia","FARC","opposing",50
2001,"Israel","Fatah","opposing",50
2001,"Rwanda","FDLR","opposing",50
2001,"Indonesia","GAM","opposing",50
2001,"Algeria","GIA","opposing",50
